id name d_price,d_vol,d_trades,d_min,d_max ds_price,ds_vol,ds_trades h_price,h_vol,h_trades
349 cherry_fence 25871,10304,220,952,3437500 1726934,9664,151 4694,2895,107
350 dark_oak_fence 5736,14121,432,569,106250 299369,13056,204 8958,2332,65
351 pale_oak_fence 4399,30452,540,400,240000 262605,29184,456 6183,6424,106
352 mangrove_fence 49673,4252,75,3125,1093750 3267516,3968,62 27232,896,14
353 bamboo_fence 33541,22535,386,645,14312500 189068,21120,330 2106,7017,111
354 crimson_fence 13044,2582,84,794,625000 538320,2112,33 450000,336,6
355 warped_fence 18295,3660,96,1563,150000 691279,2752,43 18644,445,11
356 pumpkin 1057,97016,2148,263,200000 60686,90304,1411 1192,15795,398
357 carved_pumpkin 7015,65344,4421,625,25000000 175597,52416,819 6062,18742,1180
358 jack_o_lantern 16547,3000,233,1000,10000000 653118,2176,34 14770,183,21
359 netherrack 89311,291894,4677,9.23,13009999626 10196,282688,4417 689,73369,1190
360 soul_sand 1448,282456,12778,101,10000000 57617,246144,3846 757,79294,4625
361 soul_soil 1347,70922,1343,1.42,1000000 76658,65472,1023 984,15363,268
362 basalt 116,288433,4551,7.81,1000000 7054,284096,4439 81.44,106029,1664
363 polished_basalt 617,102307,1612,39.06,25000 39408,100864,1576 2115,16212,259
364 smooth_basalt 1099,66423,1118,5,50000 70953,62400,975 1710,12387,213
365 soul_torch 2754,10730,252,188,100000 145942,7808,122 3513,2315,74
366 copper_torch 4372,7357,163,625,1500000 205917,6976,109 2003,1664,26
367 glowstone 5387,288488,10157,1070,200000 288732,208000,3250 3886,76893,2932
368 infested_stone 0,0,0,0,0 0,0,0 0,0,0
369 infested_cobblestone 0,0,0,0,0 0,0,0 0,0,0
370 infested_stone_bricks 0,0,0,0,0 0,0,0 0,0,0
371 infested_mossy_stone_bricks 0,0,0,0,0 0,0,0 0,0,0
372 infested_cracked_stone_bricks 0,0,0,0,0 0,0,0 0,0,0
373 infested_chiseled_stone_bricks 0,0,0,0,0 0,0,0 0,0,0
374 infested_deepslate 0,0,0,0,0 0,0,0 0,0,0
375 stone_bricks 306,504609,7949,51.53,468750 18972,497536,7774 340,128093,2020
376 mossy_stone_bricks 11549,71658,1155,702,10156250 749239,70464,1101 2218,16485,267
377 cracked_stone_bricks 5365,36079,574,778,51667 342661,35520,555 3866,9597,151
378 chiseled_stone_bricks 1436,60212,961,78.12,25000 91532,58048,907 1342,14391,233
379 packed_mud 3747,44923,725,253,11719 237161,43648,682 5674,8057,134
380 mud_bricks 3661,64542,1080,625,33333 233660,61376,959 5373,17832,300
381 deepslate_bricks 1185,353645,5621,31.25,200000000 39326,344384,5381 478,106761,1691
382 cracked_deepslate_bricks 2764,31168,494,708,7813 177956,30720,480 3903,7837,123
384 cracked_deepslate_tiles 6843,14892,236,156,62500 442415,14720,230 4932,4288,69
385 chiseled_deepslate 1477,34467,569,35.71,150000 91883,32384,506 1593,8152,135
386 reinforced_deepslate 0,0,0,0,0 0,0,0 0,0,0
387 brown_mushroom_block 3745,18671,314,156,25000 244969,16512,258 4641,3441,56
388 red_mushroom_block 1183,21950,370,194,15625 74025,19584,306 1950,4206,75
389 mushroom_stem 6856,16918,298,313,39000 451694,15360,240 5662,4073,74
390 iron_bars 711,181866,2922,71.42,833333 42570,176064,2751 631,57689,925
391 copper_bars 2899,10864,191,156,23438 191496,9600,150 1392,1719,34
392 exposed_copper_bars 1245000,13,5,5000,16000000 0,0,0 0,0,0
393 weathered_copper_bars 125000,8,1,125000,125000 0,0,0 0,0,0
394 oxidized_copper_bars 45034,1333,25,10000,150000 2942533,1152,18 22031,192,3
395 waxed_copper_bars 91465,1041,44,1515,1000000 5150000,768,12 64286,553,17
396 waxed_exposed_copper_bars 60000,3,3,60000,60000 0,0,0 0,0,0
397 waxed_weathered_copper_bars 70000,1,1,70000,70000 0,0,0 200000,1,1
398 waxed_oxidized_copper_bars 258690,75,12,32258,2999999 0,0,0 1250000,1,1
399 iron_chain 4531,84228,2698,124,1562344 236407,74432,1163 2858,26105,919
400 copper_chain 4465,11526,205,674,600000 250674,10432,163 2880,2800,45
401 exposed_copper_chain 1000,4,1,1000,1000 0,0,0 20000,1,1
402 weathered_copper_chain 254750,4,2,20000,333000 0,0,0 0,0,0
403 oxidized_copper_chain 202491,401,71,33333,1000000 9300000,128,2 159973,169,13
404 waxed_copper_chain 45464,450,9,7813,369000 2841429,448,7 123438,64,1
405 waxed_exposed_copper_chain 0,0,0,0,0 0,0,0 862500,8,1
406 waxed_weathered_copper_chain 493333,15,3,50000,862500 0,0,0 0,0,0
407 waxed_oxidized_copper_chain 932051,78,10,100000,9900000 46000000,64,1 0,0,0
408 glass_pane 1046,218992,3552,78.12,83333 64661,208704,3261 578,66650,1131
409 melon 1654,35758,628,612,100000 104056,33920,530 1943,5574,99
410 vine 3076,41506,1183,234,350000 165568,31616,494 3872,8333,290
411 glow_lichen 945,405230,7910,78.12,781250 54821,394048,6157 1054,117281,2408
412 resin_clump 3364,10187,226,156,1000000 188578,9344,146 1839,2740,78
413 resin_block 6228,15707,265,469,1000000 390713,15296,239 4579,3495,57
414 resin_bricks 5651,20768,371,556,500000 355158,19776,309 6143,2324,48
415 resin_brick_stairs 15249,614,14,2174,100000 920375,512,8 22670,397,7
416 resin_brick_slab 185246,573,14,1667,781250 12635800,320,5 6000,50,1
417 resin_brick_wall 23994,497,10,3226,312500 1029167,384,6 15192,125,3
418 chiseled_resin_bricks 29707,459,13,714,299000 1967800,320,5 13905,199,6
419 brick_stairs 46100,1425,30,116,765625 3631317,1088,17 50067,728,13
420 stone_brick_stairs 3898,76148,1205,156,156250 247094,74432,1163 4227,15293,250
421 mud_brick_stairs 8064,13203,211,1908,39063 519396,12800,200 12165,1558,28
422 mycelium 702,12622,220,1,100000 42042,11264,176 331,3161,51
423 lily_pad 8835,14127,1324,300,1000000 395513,8640,135 6872,4148,261
424 nether_bricks 2418,96572,1575,156,468750 155897,93312,1458 1679,24714,400
425 cracked_nether_bricks 18790,372,7,9375,42188 1296000,320,5 17986,139,3
426 chiseled_nether_bricks 44648,2871,55,1562,1562500 3704047,1984,31 18015,519,24
427 nether_brick_fence 38752,7634,158,1547,1562500 2581670,6656,104 5283,1776,39
428 nether_brick_stairs 10053,6326,104,1136,50000 652931,5952,93 21348,862,16
429 sculk 1492,174018,2855,156,150000 94334,165696,2589 1075,41894,675
430 sculk_vein 3313,22469,406,156,25000000 136097,19392,303 24471,4793,93
431 sculk_catalyst 13333,5632,393,750,100000 793943,4736,74 9989,1127,103
432 sculk_shrieker 36076,1611,391,2900,1000000 1977883,832,13 14152,866,72
433 enchanting_table 54861,3992,2581,5500,1000000 1487500,1024,16 55119,651,624
434 end_portal_frame 0,0,0,0,0 0,0,0 0,0,0
435 end_stone 404,242892,3931,17.18,1000000 24777,235776,3684 657,71955,1156
436 end_stone_bricks 1668,29635,492,38.46,78125 105069,27328,427 2867,7404,123
437 dragon_egg 0,0,0,0,0 0,0,0 0,0,0
438 sandstone_stairs 7755,29151,462,0.5,156250 494498,28736,449 6884,4640,76
439 ender_chest 24831,67561,19648,7500,22200000 1222145,37632,588 12882,27678,7604
440 emerald_block 27686,230120,6385,20312,2000000 1736416,215744,3371 26661,56964,1616
441 oak_stairs 3434,41853,679,317,156250 222364,39744,621 4036,8133,133
442 spruce_stairs 1294,163778,2615,135,250000 83261,159680,2495 1079,37613,601
443 birch_stairs 4802,24677,392,39.06,73073 309175,24320,380 8072,3200,50
444 jungle_stairs 25719,6217,101,38.46,1666667 618246,5952,93 54821,466,15
445 acacia_stairs 12184,1960,38,1000,31250 857982,1600,25 8293,492,12
446 cherry_stairs 7695,21829,377,167,50000 498149,20992,328 10396,6042,98
447 dark_oak_stairs 8728,50792,823,313,1406250 554340,49536,774 3046,8429,141
448 pale_oak_stairs 6679,45063,743,500,1562500 419655,43328,677 8025,9587,174
449 mangrove_stairs 8910,13305,215,435,300000 579666,12544,196 6563,3558,58
450 bamboo_stairs 5330,14239,227,781,15625 343706,13696,214 7316,3773,66
451 bamboo_mosaic_stairs 16967,1442,41,1389,78125 1073528,1280,20 141012,324,6
452 crimson_stairs 5812,9643,156,1000,70175 355555,9024,141 10324,2160,35
453 warped_stairs 31243,19635,334,1058,6859375 2079936,18560,290 9188,4402,84
455 beacon 170401,31906,1835,120312,2000000 10688175,29248,457 171053,11278,621
456 cobblestone_wall 228,369449,5824,2,15625 14377,359616,5619 319,73559,1178
457 mossy_cobblestone_wall 5252,6850,110,341,500000 297422,6528,102 5361,2595,43
458 brick_wall 28108,1914,32,3333,312344 1680321,1792,28 20535,1101,18
459 prismarine_wall 14541,5191,93,2500,100000 891412,4864,76 12033,959,15
460 red_sandstone_wall 60044,1079,22,1563,200000 4189200,960,15 46875,64,1
461 mossy_stone_brick_wall 5739,3711,58,1547,14063 368386,3648,57 902484,384,6
462 granite_wall 10110,6262,103,385,300000 643484,6080,95 5863,1006,18
463 stone_brick_wall 3030,106713,1681,50,1718750 183951,104704,1636 4290,13675,221
464 mud_brick_wall 15496,15878,251,83.33,1562500 1014640,15296,239 15556,2240,35
465 nether_brick_wall 8349,3485,59,1333,200000 536316,3264,51 8387,447,7
466 andesite_wall 5799,19553,307,2000,24844 372003,19200,300 5777,3689,58
467 red_nether_brick_wall 22768,2919,48,2941,400000 1034727,2688,42 57813,320,5
468 sandstone_wall 5866,23518,373,125,39063 377029,22720,355 24975,5685,90
469 end_stone_brick_wall 2044,4066,65,167,10938 129638,3712,58 37500,192,3
470 diorite_wall 8658,43777,689,250,51000003 481900,43136,674 9107,10080,160
471 blackstone_wall 7003,22518,365,357,300000 439917,21312,333 10642,5207,87
472 polished_blackstone_wall 5616,14872,236,1511,15594 356224,14336,224 5582,2736,44
473 polished_blackstone_brick_wall 9471,9089,145,625,80000 614856,8768,137 6065,1564,26
474 cobbled_deepslate_wall 1457,11065,184,50,31250 97141,9984,156 5193,1533,34
475 polished_deepslate_wall 3458,15553,252,30,100000 228147,14400,225 6893,3191,50
476 deepslate_brick_wall 4050,23346,379,39.06,156250 263289,22144,346 5693,4231,68
477 deepslate_tile_wall 2398,29132,460,469,60000 154491,28352,443 3901,4100,66
478 anvil 25742,34190,9110,10800,5000000 1349310,18432,288 16776,9360,3131
479 chipped_anvil 10134,27016,645,2000,130000 640607,25600,400 7254,6731,171
480 damaged_anvil 8567,7268,248,1953,1000000 499860,6912,108 6340,1570,55
481 chiseled_quartz_block 6858,36327,595,1250,125000 437539,34368,537 5106,9137,146
483 quartz_bricks 3987,53403,1139,500,100000 252151,45056,704 4528,10375,206
484 quartz_pillar 5738,91017,1659,625,150000 346375,86336,1349 5950,22826,396
485 quartz_stairs 7936,112652,1946,714,42499999 263130,106112,1658 4045,31806,531
486 white_terracotta 2489,63018,1045,20,90000 160890,60544,946 2318,11937,198
487 orange_terracotta 1821,37243,649,20,80000 117602,34304,536 1596,8801,150
488 magenta_terracotta 7957,16573,263,833,15625 515142,15744,246 5640,2388,39
489 light_blue_terracotta 8507,31226,495,97.01,99000 547828,30400,475 6561,7983,126
490 yellow_terracotta 1647,61385,1012,156,33500 106046,58176,909 1347,11659,200
491 lime_terracotta 6277,27017,432,1000,30000 405302,26368,412 5845,4431,72
492 pink_terracotta 8671,24191,379,1000,15625 555932,23936,374 7138,4147,65
493 gray_terracotta 6093,42327,674,469,15625 392441,41664,651 7754,7734,125
494 light_gray_terracotta 2730,28925,505,78.12,15625 177583,26624,416 2173,5899,96
495 cyan_terracotta 4776,105525,1664,301,16667 306430,104192,1628 5200,13101,207
496 purple_terracotta 6487,16702,266,270,15625 418363,16192,253 7556,5412,85
497 blue_terracotta 5019,38240,611,26.01,21429 320858,37120,580 4888,6632,108
498 brown_terracotta 3037,50422,814,78.12,24925 196104,48704,761 1913,9803,162
499 green_terracotta 4674,66215,1072,625,50000 299032,64768,1012 5982,12451,203
500 red_terracotta 1646,53725,890,52.63,20000 105586,50688,792 2018,9016,159
501 black_terracotta 4968,29909,475,300,15625 321345,29120,455 6368,6643,105
502 barrier 0,0,0,0,0 0,0,0 0,0,0
503 light 0,0,0,0,0 0,0,0 0,0,0
504 hay_block 6317,24944,680,2000,70000 380214,21824,341 11152,4783,143
505 white_carpet 1085,284479,4753,173,350000 65924,279104,4361 1266,64259,1101
506 orange_carpet 15080,17395,282,469,1171875 993854,16640,260 8045,5215,87
507 magenta_carpet 5883,7161,127,339,193750 272126,6464,101 38005,1512,28
508 light_blue_carpet 5651,14662,248,156,191900 348339,13504,211 5821,3433,57
509 yellow_carpet 3925,26178,446,125,1000000 243806,24832,388 3366,6810,129
510 lime_carpet 5526,9936,162,781,82143 340230,9472,148 6684,2073,34
511 pink_carpet 3159,38904,646,1000,139063 199310,37760,590 6872,10963,177
512 gray_carpet 4778,41360,679,545,249900 303877,39424,616 4943,10097,164
513 light_gray_carpet 7029,20448,355,587,500000 449210,19648,307 9591,5647,97
514 cyan_carpet 9468,11711,204,169,250000 607494,11008,172 9105,2689,62
515 purple_carpet 7631,27963,469,305,189000 469013,26304,411 5452,8097,130
516 blue_carpet 3646,47303,767,455,3000000 225127,45440,710 5768,11519,184
517 brown_carpet 7187,20281,329,521,449900 453336,19456,304 5057,5614,91
518 green_carpet 5554,21189,347,678,49800 354467,20032,313 3305,6222,115
519 red_carpet 2567,151635,2511,391,999000 153424,142656,2229 4612,34155,574
520 black_carpet 2695,104317,1710,113,156250 160416,99264,1551 2857,22921,372
521 terracotta 1211,63301,1082,125,15594 77089,57920,905 1200,8182,153
522 packed_ice 422,548781,8782,148,100000 26273,532480,8320 363,151319,2429
523 dirt_path 0,0,0,0,0 0,0,0 0,0,0
524 sunflower 910,38427,749,19.23,1000000 47536,35520,555 602,12712,224
525 lilac 570,32440,585,107,100000 33735,30528,477 538,9601,179
526 rose_bush 425,118414,1955,15.62,1000000 24455,114176,1784 401,27392,466
527 peony 959,12953,312,12,1000000 37471,11072,173 1016,2525,61
528 tall_grass 375380,702,285,65000,2800000 5000000,64,1 292386,73,23
529 large_fern 813161,262,235,332949,5000000 0,0,0 2274073,20,20
530 white_stained_glass 1352,434788,6964,300,87000 85603,424896,6639 1603,113716,1851
531 orange_stained_glass 2186,103973,1690,250,468750 139477,101248,1582 2344,21576,347
532 magenta_stained_glass 1538,96906,1626,391,500000 92889,92032,1438 1374,22693,380
533 light_blue_stained_glass 2936,125887,2011,21.01,11953 188042,121728,1902 3316,30169,498
534 yellow_stained_glass 2023,135576,2155,156,1000000 126906,132608,2072 2360,36166,572
535 lime_stained_glass 2703,145539,2330,313,1562344 173597,142080,2220 2129,30457,514
536 pink_stained_glass 1695,97750,1618,313,100000 105158,93824,1466 1713,26898,443
537 gray_stained_glass 2893,94745,1542,71.01,15623 184238,91520,1430 2292,24022,399
538 light_gray_stained_glass 2671,105102,1675,469,319149 160563,102592,1603 2733,18872,335
539 cyan_stained_glass 3763,102490,1624,526,15625 241662,100352,1568 2897,17292,284
540 purple_stained_glass 2248,222331,3629,361,130000 143364,216000,3375 2110,52860,859
541 blue_stained_glass 1465,222329,3707,469,468750 93732,211200,3300 2464,42426,756
542 brown_stained_glass 3024,75790,1238,313,15625 190835,73472,1148 4487,26321,416
543 green_stained_glass 3412,163885,2666,244,1562344 219060,158144,2471 2017,44608,713
544 red_stained_glass 1371,223708,3544,313,47619 86976,219648,3432 1337,56719,904
545 black_stained_glass 1302,347192,5674,333,300000 81480,335488,5242 972,107791,1776
546 white_stained_glass_pane 2100,59628,1017,46.87,18750 133375,56832,888 1397,17621,283
547 orange_stained_glass_pane 4522,6763,113,794,15625 286896,6144,96 3726,1642,29
548 magenta_stained_glass_pane 2625,9289,176,156,50000 165504,8128,127 2425,2168,35
549 light_blue_stained_glass_pane 5472,14337,236,625,156250 345507,13632,213 5968,4401,70
550 yellow_stained_glass_pane 10155,13190,220,214,765625 663730,12352,193 3976,3720,61
551 lime_stained_glass_pane 7383,10100,168,938,31250 480864,9280,145 4455,2400,38
552 pink_stained_glass_pane 2699,12512,200,172,7812 174356,12032,188 2099,2162,37
553 gray_stained_glass_pane 8098,12148,209,847,18750 513810,11200,175 5665,1424,23
554 light_gray_stained_glass_pane 4096,15027,247,417,300000 257965,13888,217 4853,2528,40
555 cyan_stained_glass_pane 13028,8116,137,625,265625 881932,7296,114 5182,2204,35
556 purple_stained_glass_pane 4580,30647,493,738,19608 290222,29440,460 3942,6788,109
557 blue_stained_glass_pane 3630,14251,233,119,50000 222645,13504,211 14398,3933,63
558 brown_stained_glass_pane 10141,2218,40,1000,23281 656032,1984,31 4914,798,13
559 green_stained_glass_pane 6062,18536,298,313,265625 390845,17792,278 4625,4595,83
560 red_stained_glass_pane 3591,25197,429,469,78125 230432,23040,360 2103,5384,87
561 black_stained_glass_pane 1419,69233,1192,130,1000000 82035,64768,1012 1622,12813,210
562 prismarine 2951,78812,1349,64.01,150000 188458,75072,1173 3138,22039,371
563 prismarine_bricks 4351,90385,1542,76.01,100000 274015,86656,1354 3771,26464,452
564 dark_prismarine 7557,51265,1012,2000,149000 470509,44416,694 6229,15432,269
565 prismarine_stairs 9150,11790,188,1563,33333 588620,11392,178 11086,3115,49
566 prismarine_brick_stairs 7962,11583,187,1364,30078 514573,11200,175 15609,1947,33
567 dark_prismarine_stairs 10542,9300,152,3488,150000 677974,8896,139 9622,1910,32
568 sea_lantern 5193,185042,6277,1852,250000 278394,163392,2553 4518,49302,1555
569 red_sandstone 4280,12869,210,455,100000 270398,12544,196 5255,1838,29
570 chiseled_red_sandstone 29754,256,4,2766,109375 1904250,256,4 534667,18,13
571 cut_red_sandstone 10281,801,15,1071,60938 675000,768,12 15625,384,6
572 red_sandstone_stairs 37463,1105,20,3125,156250 2838231,832,13 9766,128,2
575 magma_block 1056,189409,3410,119,2000000 64416,176192,2753 876,48397,855
576 nether_wart_block 4128,23039,410,100,400000 264586,21568,337 4918,4903,98
577 warped_wart_block 4148,41423,680,15,100000 263969,39552,618 7257,4213,113
578 red_nether_bricks 5832,59457,941,702,19531 372712,58624,916 6892,11349,180
579 bone_block 889,625747,11476,461,72000 54491,600960,9390 768,184211,3373
580 structure_void 0,0,0,0,0 0,0,0 0,0,0
581 shulker_box 998760,26223,26223,1818,25900000215 998760,26223,26223 14713,9403,9403
582 white_shulker_box 58238,2530,2530,2000,400000 58238,2530,2530 61871,472,472
583 orange_shulker_box 73081,625,625,10000,333000 73081,625,625 75735,112,112
584 magenta_shulker_box 49305,297,297,5000,300000 49305,297,297 53324,54,54
585 light_blue_shulker_box 400372,824,824,5000,249999995 400372,824,824 59611,340,340
586 yellow_shulker_box 65383,1342,1342,5000,1000000 65383,1342,1342 97604,337,337
587 lime_shulker_box 80857,610,610,4000,500000 80857,610,610 87026,138,138
588 pink_shulker_box 72283,922,922,10000,500000 72283,922,922 179286,178,178
589 gray_shulker_box 167017,340,340,13000,1000000 167017,340,340 165592,86,86
590 light_gray_shulker_box 118038,358,358,5000,555000 118038,358,358 107888,89,89
591 cyan_shulker_box 123952,1148,1148,3000,450000 123952,1148,1148 80370,312,312
592 purple_shulker_box 103973,665,665,5000,499000 103973,665,665 103107,144,144
593 blue_shulker_box 62951,1619,1619,5000,500000 62951,1619,1619 59284,367,367
594 brown_shulker_box 143800,347,347,10000,500000 143800,347,347 169070,43,43
595 green_shulker_box 67007,1094,1094,4000,300000 67007,1094,1094 88727,165,165
596 red_shulker_box 47905,2033,2033,5000,250000 47905,2033,2033 51695,499,499
597 black_shulker_box 78658,3594,3594,10000,60000000 78658,3594,3594 63483,795,795
598 white_glazed_terracotta 3261,19669,347,313,77000 210300,17728,277 2367,3825,66
599 orange_glazed_terracotta 1890,19771,353,313,40000 116794,18688,292 2700,3175,56
600 magenta_glazed_terracotta 8161,5509,101,833,50000 547712,4928,77 2691,1040,18
601 light_blue_glazed_terracotta 6907,32061,523,1071,250000 440893,30848,482 6305,5002,87
602 yellow_glazed_terracotta 4824,24400,431,600,27778 301297,22656,354 4787,6276,109
603 lime_glazed_terracotta 6043,10363,179,1250,167000 387149,9600,150 4797,2002,32
604 pink_glazed_terracotta 6029,18408,306,1000,45900 388925,17216,269 5070,6344,100
605 gray_glazed_terracotta 8473,18381,301,426,100000 549138,17344,271 9201,2285,47
606 light_gray_glazed_terracotta 3173,26323,460,455,50000 197913,24832,388 6048,2762,54
607 cyan_glazed_terracotta 5485,11211,186,882,50000 351021,10304,161 4410,1408,22
608 purple_glazed_terracotta 5513,24857,436,769,200000 341698,23168,362 4542,8690,153
609 blue_glazed_terracotta 5392,24675,428,1000,100000 346561,23232,363 4901,5342,105
610 brown_glazed_terracotta 3847,5463,102,538,15625 245987,4928,77 1569,2368,37
611 green_glazed_terracotta 8206,25973,490,547,100000 509717,24704,386 7251,5009,82
612 red_glazed_terracotta 4903,33469,613,263,300000 313046,31104,486 2201,16320,261
613 black_glazed_terracotta 4762,41310,745,469,120000 299296,38720,605 4530,8088,152
614 white_concrete 1134,409545,6834,389,100000 69734,395776,6184 1138,117036,1931
615 orange_concrete 3458,81795,1321,81.01,21429 220542,78592,1228 3804,16789,283
616 magenta_concrete 2363,22070,364,278,6250 152900,20160,315 2917,4118,74
617 light_blue_concrete 4009,197705,3206,503,200000 250867,192128,3002 2597,57253,906
618 yellow_concrete 3429,145814,2410,314,122000 218023,139840,2185 3704,32036,552
619 lime_concrete 3682,108282,1832,209,750000 235876,102592,1603 3001,28534,462
620 pink_concrete 4408,74257,1231,444,1546875 286581,70336,1099 3183,17477,306
621 gray_concrete 3584,176123,2847,591,100000 226353,173056,2704 2679,37092,598
622 light_gray_concrete 3595,85427,1393,625,218094 229730,83136,1299 2886,20268,348
623 cyan_concrete 6109,94026,1516,426,189000 389339,90944,1421 20410,20939,331
624 purple_concrete 3992,120570,1955,408,99000 255209,115776,1809 4541,31988,529
625 blue_concrete 2746,157005,2918,536,125000 169035,143296,2239 2297,47001,794
626 brown_concrete 13266,31972,521,625,3906250 870503,30592,478 4546,5042,83
627 green_concrete 4727,90233,1628,253,1546875 295379,82752,1293 3245,18651,353
628 red_concrete 5799,181723,3253,600,7812500 380428,169088,2642 2386,39983,670
629 black_concrete 1624,466544,7859,651,1087400 99555,451584,7056 1491,127559,2148
630 white_concrete_powder 1443,82301,1360,313,60000 91646,79232,1238 1044,29740,470
631 orange_concrete_powder 14457,18088,289,781,3125000 945138,17600,275 1981,2426,40
632 magenta_concrete_powder 2068,21654,350,357,3000000 107844,21184,331 2299,1231,20
633 light_blue_concrete_powder 4518,24360,389,625,312500 285134,23488,367 2753,7468,120
634 yellow_concrete_powder 2746,27664,441,313,20833 174567,26880,420 3424,4816,102
635 lime_concrete_powder 4534,40454,655,391,862069 208437,39104,611 3000,12501,205
636 pink_concrete_powder 2745,15356,250,556,12500 176913,14848,232 1978,3653,60
637 gray_concrete_powder 5499,23376,368,667,46875 351221,23040,360 2989,5152,82
638 light_gray_concrete_powder 5645,21317,336,547,13281 362474,20544,321 4032,2669,43
639 cyan_concrete_powder 4093,22722,360,769,8750 262127,21952,343 5627,5981,95
640 purple_concrete_powder 5498,61841,969,625,3125000 355099,60864,951 3086,3418,54
641 blue_concrete_powder 3479,42865,679,156,781250 224490,41536,649 1705,9323,149
642 brown_concrete_powder 9481,9120,147,156,178571 581953,8704,136 3686,2628,42
643 green_concrete_powder 3215,57868,1062,156,18125 193548,53632,838 2017,17875,292
644 red_concrete_powder 1957,76902,1235,156,40000 124689,75008,1172 1257,24934,400
645 black_concrete_powder 1978,59593,1047,391,10156 124166,57024,891 1678,14751,254
646 turtle_egg 12203,45457,3444,5000,100000 657189,36032,563 13448,9792,831
647 sniffer_egg 39840,8090,976,13793,2000000 2081133,5760,90 32924,2306,223
648 dried_ghast 9688,15357,756,1000,1000000 502920,13440,210 12040,1714,144
649 dead_tube_coral_block 14748,536,72,286,250000 350000,128,2 19700,40,14
650 dead_brain_coral_block 34577,2234,119,600,3000000 2286906,1728,27 7762,828,23
651 dead_bubble_coral_block 10585,577,52,667,200000 933333,192,3 4234,214,13
652 dead_fire_coral_block 22293,586,112,500,500000 550000,128,2 3261,234,12
653 dead_horn_coral_block 18841,2633,71,99.26,289900 1393238,1856,29 4167,347,11
654 tube_coral_block 3811,18621,538,328,120000 192335,14784,231 3725,3140,84
655 brain_coral_block 5903,9701,347,333,102500 308167,7104,111 4849,1262,45
656 bubble_coral_block 4843,10416,474,156,270000 218155,7040,110 4332,2059,52
657 fire_coral_block 4623,19552,784,167,100000 201112,13440,210 5314,3344,100
658 horn_coral_block 4690,8248,346,333,100000 211663,5760,90 3809,1915,96
659 tube_coral 27638,690,130,1000,300000 833333,192,3 31809,130,42
660 brain_coral 24530,593,120,1143,250000 666667,192,3 20814,126,29
661 bubble_coral 19793,523,83,1667,200000 500000,128,2 24056,72,23
662 fire_coral 20870,1033,141,714,900000 595017,512,8 10247,368,28
663 horn_coral 30137,612,121,1429,750000 750000,256,4 38754,79,33
664 dead_brain_coral 79158,19,19,10000,100000 0,0,0 58500,10,8
665 dead_bubble_coral 81267,15,14,70000,100000 0,0,0 51333,15,12
666 dead_fire_coral 27361,182,49,1667,100000 550000,64,1 0,0,0
667 dead_horn_coral 45400,60,35,20000,100000 0,0,0 55714,14,12
668 dead_tube_coral 51160,25,11,3333,700000 0,0,0 17500,2,2
669 tube_coral_fan 5365,9648,301,909,300000 280025,8128,127 4199,1681,49
670 brain_coral_fan 6662,7495,341,909,125000 283112,5696,89 4735,2073,67
671 bubble_coral_fan 5351,7763,315,1000,199000 249214,6208,97 4772,1671,59
672 fire_coral_fan 7638,25384,761,1563,150000 400126,22848,357 5539,5352,173
673 horn_coral_fan 5991,11060,370,909,200000 309083,9024,141 4404,2280,67
